CoarseList;NumExec_0;100;2;228;254;120;93;0
CoarseList;NumExec_0;100;2;1319505;1318559;658907;105;2
CoarseList;NumExec_0;100;2;2715723;2713164;1355291;99;4
CoarseList;NumExec_0;100;2;4179008;4176300;2086992;94;6
CoarseList;NumExec_0;100;2;5655557;5653640;2825892;95;8
CoarseList;NumExec_0;100;2;7113023;7112671;3555738;102;10
CoarseList;NumExec_0;100;2;8572244;8573692;4286286;113;12
CoarseList;NumExec_0;100;2;10047448;10049124;5024087;104;14
CoarseList;NumExec_0;100;2;11489733;11491040;5745864;101;16
CoarseList;NumExec_0;100;2;12922861;12922957;6463051;95;18
CoarseList;NumExec_0;100;2;14283025;14281321;7142407;105;20
CoarseList;NumExec_0;100;2;15763695;15764756;7882851;95;22
CoarseList;NumExec_0;100;2;17194709;17197999;8599120;111;24
CoarseList;NumExec_0;100;2;18656054;18657165;9329952;102;26
CoarseList;NumExec_0;100;2;20119824;20123794;10062566;109;28
CoarseList;NumExec_0;100;2;21610281;21615358;10810062;104;30
CoarseList;NumExec_0;100;2;23092685;23100150;11551853;101;32
CoarseList;NumExec_0;100;2;24557557;24566486;12284974;103;34
CoarseList;NumExec_0;100;2;26031197;26040304;13021851;95;36
CoarseList;NumExec_0;100;2;27545904;27556213;13778787;108;38
CoarseList;NumExec_0;100;2;29012020;29023474;14511900;89;40
CoarseList;NumExec_0;100;2;30500600;30510472;15254181;90;42
CoarseList;NumExec_0;100;2;31965573;31976857;15986539;94;44
CoarseList;NumExec_0;100;2;33403916;33416359;16707162;100;46
CoarseList;NumExec_0;100;2;34883207;34896273;17447828;108;48
CoarseList;NumExec_0;100;2;36334013;36346284;18173189;104;50
CoarseList;NumExec_0;100;2;37796385;37806756;18903104;103;52
CoarseList;NumExec_0;100;2;39253894;39266329;19631592;100;54
CoarseList;NumExec_0;100;2;40712167;40721483;20360643;96;56
CoarseList;NumExec_0;100;2;42184536;42194984;21095556;78;58
CoarseList;NumExec_0;100;2;43635438;43644547;21820787;87;60
CoarseList;NumExec_0;100;4;265;237;143;106;0
CoarseList;NumExec_0;100;4;1491037;1492220;744000;105;2
CoarseList;NumExec_0;100;4;3011201;3012165;1504613;100;4
CoarseList;NumExec_0;100;4;4534598;4535076;2266111;95;6
CoarseList;NumExec_0;100;4;6078492;6079770;3038944;96;8
CoarseList;NumExec_0;100;4;7607171;7607659;3804090;100;10
CoarseList;NumExec_0;100;4;9126015;9125600;4565243;98;12
CoarseList;NumExec_0;100;4;10652856;10654566;5329039;94;14
CoarseList;NumExec_0;100;4;12183642;12183124;6092463;104;16
CoarseList;NumExec_0;100;4;13715908;13713538;6858842;94;18
CoarseList;NumExec_0;100;4;15226253;15221726;7614704;88;20
CoarseList;NumExec_0;100;4;16743602;16736220;8373272;116;22
CoarseList;NumExec_0;100;4;18252882;18245925;9129959;101;24
CoarseList;NumExec_0;100;4;19785150;19779461;9896897;87;26
CoarseList;NumExec_0;100;4;21313713;21310374;10660908;105;28
CoarseList;NumExec_0;100;4;22846790;22844087;11427797;97;30
CoarseList;NumExec_0;100;4;24378511;24374175;12192949;100;32
CoarseList;NumExec_0;100;4;25902959;25894863;12954867;99;34
CoarseList;NumExec_0;100;4;27440442;27432095;13724578;99;36
CoarseList;NumExec_0;100;4;28898527;28889744;14453841;89;38
CoarseList;NumExec_0;100;4;29954040;29945857;14982220;93;40
CoarseList;NumExec_0;100;4;31015288;31005845;15511561;108;42
CoarseList;NumExec_0;100;4;32502977;32491246;16256076;88;44
CoarseList;NumExec_0;100;4;34056373;34045624;17031812;105;46
CoarseList;NumExec_0;100;4;35604076;35595094;17804476;100;48
CoarseList;NumExec_0;100;4;37059960;37051976;18532307;92;50
CoarseList;NumExec_0;100;4;38396168;38388515;19199805;90;52
CoarseList;NumExec_0;100;4;39723174;39714666;19863293;103;54
CoarseList;NumExec_0;100;4;41054840;41047528;20528099;98;56
CoarseList;NumExec_0;100;4;42389236;42382362;21196162;99;58
CoarseList;NumExec_0;100;4;43705895;43700897;21854703;104;60
CoarseList;NumExec_0;100;6;6398;6508;3337;98;0
CoarseList;NumExec_0;100;6;1493369;1496203;745607;110;2
CoarseList;NumExec_0;100;6;3012957;3015902;1505455;106;4
CoarseList;NumExec_0;100;6;4547279;4552014;2273878;104;6
CoarseList;NumExec_0;100;6;6074154;6079346;3038351;98;8
CoarseList;NumExec_0;100;6;7475016;7479557;3739426;95;10
CoarseList;NumExec_0;100;6;8996326;8999477;4499011;86;12
CoarseList;NumExec_0;100;6;10532048;10535735;5267411;105;14
CoarseList;NumExec_0;100;6;12075494;12081016;6038151;93;16
CoarseList;NumExec_0;100;6;13619449;13624543;6809331;94;18
CoarseList;NumExec_0;100;6;15141956;15143999;7570418;104;20
CoarseList;NumExec_0;100;6;16683881;16686872;8341104;110;22
CoarseList;NumExec_0;100;6;18223191;18223655;9109588;98;24
CoarseList;NumExec_0;100;6;19739267;19738306;9868053;112;26
CoarseList;NumExec_0;100;6;21273275;21271965;10635118;100;28
CoarseList;NumExec_0;100;6;22804179;22804006;11399400;101;30
CoarseList;NumExec_0;100;6;24338220;24338977;12164690;97;32
CoarseList;NumExec_0;100;6;25869776;25872768;12930920;99;34
CoarseList;NumExec_0;100;6;27389147;27392138;13691068;105;36
CoarseList;NumExec_0;100;6;28915764;28917950;14453448;89;38
CoarseList;NumExec_0;100;6;30443920;30441195;15215555;92;40
CoarseList;NumExec_0;100;6;31896193;31894153;15941622;98;42
CoarseList;NumExec_0;100;6;33422345;33419070;16704653;99;44
CoarseList;NumExec_0;100;6;34956724;34953098;17468618;104;46
CoarseList;NumExec_0;100;6;36480429;36476316;18231895;87;48
CoarseList;NumExec_0;100;6;38010134;38006138;18996275;97;50
CoarseList;NumExec_0;100;6;39547996;39541382;19763773;105;52
CoarseList;NumExec_0;100;6;41057362;41050183;20517641;85;54
CoarseList;NumExec_0;100;6;42590698;42580400;21282745;99;56
CoarseList;NumExec_0;100;6;44127794;44116922;22051527;96;58
CoarseList;NumExec_0;100;6;45645806;45636551;22812985;94;60
CoarseList;NumExec_0;100;8;1234;1193;624;102;0
CoarseList;NumExec_0;100;8;1471085;1473535;737003;98;2
CoarseList;NumExec_0;100;8;2996727;3000696;1499867;105;4
CoarseList;NumExec_0;100;8;4525717;4527489;2266008;103;6
CoarseList;NumExec_0;100;8;6062101;6061261;3033694;99;8
CoarseList;NumExec_0;100;8;7594794;7595246;3800164;94;10
CoarseList;NumExec_0;100;8;9134029;9137162;4571751;111;12
CoarseList;NumExec_0;100;8;10675677;10677554;5342428;99;14
CoarseList;NumExec_0;100;8;12216141;12216298;6111392;98;16
CoarseList;NumExec_0;100;8;13750643;13751819;6878781;104;18
CoarseList;NumExec_0;100;8;15277129;15277090;7641352;107;20
CoarseList;NumExec_0;100;8;16808156;16809200;8410108;98;22
CoarseList;NumExec_0;100;8;18343611;18346068;9177933;108;24
CoarseList;NumExec_0;100;8;19887908;19891788;9950881;101;26
CoarseList;NumExec_0;100;8;21432135;21437442;10725190;94;28
CoarseList;NumExec_0;100;8;22975974;22984532;11497478;92;30
CoarseList;NumExec_0;100;8;24523484;24530285;12272535;110;32
CoarseList;NumExec_0;100;8;26057760;26065949;13040563;95;34
CoarseList;NumExec_0;100;8;27610350;27617574;13816069;97;36
CoarseList;NumExec_0;100;8;29149780;29156024;14585240;103;38
CoarseList;NumExec_0;100;8;30691701;30697463;15354962;104;40
CoarseList;NumExec_0;100;8;32236494;32243027;16128177;98;42
CoarseList;NumExec_0;100;8;33776854;33782415;16897116;104;44
CoarseList;NumExec_0;100;8;35319163;35325699;17667557;100;46
CoarseList;NumExec_0;100;8;36857545;36862910;18436575;106;48
CoarseList;NumExec_0;100;8;38392165;38395896;19203189;99;50
CoarseList;NumExec_0;100;8;39926294;39927190;19969620;93;52
CoarseList;NumExec_0;100;8;41448480;41448699;20732100;97;54
CoarseList;NumExec_0;100;8;42907614;42904306;21460648;99;56
CoarseList;NumExec_0;100;8;44443764;44437773;22227558;104;58
CoarseList;NumExec_0;100;8;45968219;45960894;22988394;95;60
CoarseList;NumExec_0;100;10;6851;6889;3479;108;0
CoarseList;NumExec_0;100;10;1494692;1495203;746422;98;2
CoarseList;NumExec_0;100;10;3009800;3011421;1505845;101;4
CoarseList;NumExec_0;100;10;4551031;4549508;2275837;93;6
CoarseList;NumExec_0;100;10;6084281;6080997;3042898;101;8
CoarseList;NumExec_0;100;10;7618556;7612221;3810064;98;10
CoarseList;NumExec_0;100;10;9155521;9149555;4578210;95;12
CoarseList;NumExec_0;100;10;10686139;10679052;5342986;105;14
CoarseList;NumExec_0;100;10;12229625;12224937;6114419;98;16
CoarseList;NumExec_0;100;10;13770196;13765094;6886323;99;18
CoarseList;NumExec_0;100;10;15270375;15263862;7636434;99;20
CoarseList;NumExec_0;100;10;16807565;16803756;8406020;107;22
CoarseList;NumExec_0;100;10;18343188;18337350;9173438;102;24
CoarseList;NumExec_0;100;10;19888546;19884483;9946030;100;26
CoarseList;NumExec_0;100;10;21431251;21431805;10718235;92;28
CoarseList;NumExec_0;100;10;22973793;22975268;11490374;103;30
CoarseList;NumExec_0;100;10;24518367;24518915;12261859;95;32
CoarseList;NumExec_0;100;10;26044794;26045818;13024889;89;34
CoarseList;NumExec_0;100;10;27555794;27554373;13780797;101;36
CoarseList;NumExec_0;100;10;29090711;29089522;14547633;94;38
CoarseList;NumExec_0;100;10;30622543;30619335;15311826;102;40
CoarseList;NumExec_0;100;10;32152714;32149302;16077328;107;42
CoarseList;NumExec_0;100;10;33450781;33446312;16726314;104;44
CoarseList;NumExec_0;100;10;34445352;34440112;17222421;97;46
CoarseList;NumExec_0;100;10;35681855;35678381;17840687;102;48
CoarseList;NumExec_0;100;10;37187755;37184935;18593344;100;50
CoarseList;NumExec_0;100;10;38717816;38714914;19359031;102;52
CoarseList;NumExec_0;100;10;40225503;40221900;20112164;91;54
CoarseList;NumExec_0;100;10;41756298;41754203;20879087;119;56
CoarseList;NumExec_0;100;10;43289295;43287728;21646379;98;58
CoarseList;NumExec_0;100;10;44807992;44808706;22406022;95;60
CoarseList;NumExec_0;100;12;25248;24958;12582;94;0
CoarseList;NumExec_0;100;12;1435360;1433748;717182;115;2
CoarseList;NumExec_0;100;12;2844046;2842570;1421048;111;4
CoarseList;NumExec_0;100;12;4275024;4271482;2136477;105;6
CoarseList;NumExec_0;100;12;5707918;5704234;2852347;106;8
CoarseList;NumExec_0;100;12;7129495;7124549;3562670;94;10
CoarseList;NumExec_0;100;12;8546556;8543341;4272512;108;12
CoarseList;NumExec_0;100;12;9982013;9977384;4990755;102;14
CoarseList;NumExec_0;100;12;11395877;11389853;5696740;97;16
CoarseList;NumExec_0;100;12;12812041;12807655;6405485;106;18
CoarseList;NumExec_0;100;12;14228072;14226688;7112814;95;20
CoarseList;NumExec_0;100;12;15653434;15653729;7825941;100;22
CoarseList;NumExec_0;100;12;17079817;17082054;8539784;101;24
CoarseList;NumExec_0;100;12;18508847;18509617;9252481;106;26
CoarseList;NumExec_0;100;12;19938217;19938299;9968506;113;28
CoarseList;NumExec_0;100;12;21352957;21353510;10675794;102;30
CoarseList;NumExec_0;100;12;22779080;22778384;11389489;99;32
CoarseList;NumExec_0;100;12;24201144;24201105;12100252;102;34
CoarseList;NumExec_0;100;12;25628602;25631083;12814564;86;36
CoarseList;NumExec_0;100;12;27053728;27056512;13526259;102;38
CoarseList;NumExec_0;100;12;28471940;28475082;14235616;94;40
CoarseList;NumExec_0;100;12;29792513;29796585;14897529;97;42
CoarseList;NumExec_0;100;12;31223965;31228643;15614456;95;44
CoarseList;NumExec_0;100;12;32656698;32658249;16328285;106;46
CoarseList;NumExec_0;100;12;34087035;34085003;17041743;92;48
CoarseList;NumExec_0;100;12;35524004;35520869;17758211;93;50
CoarseList;NumExec_0;100;12;36953459;36951043;18473476;114;52
CoarseList;NumExec_0;100;12;38385727;38384042;19188547;92;54
CoarseList;NumExec_0;100;12;39819164;39818747;19905486;109;56
CoarseList;NumExec_0;100;12;41257719;41256953;20623878;99;58
CoarseList;NumExec_0;100;12;42653986;42651364;21323476;102;60
CoarseList;NumExec_0;100;14;1286;1282;632;105;0
CoarseList;NumExec_0;100;14;1462612;1461110;731631;97;2
CoarseList;NumExec_0;100;14;2971152;2967584;1485380;91;4
CoarseList;NumExec_0;100;14;4488156;4486134;2244398;102;6
CoarseList;NumExec_0;100;14;5999678;5994909;3000125;106;8
CoarseList;NumExec_0;100;14;7514238;7509762;3756596;108;10
CoarseList;NumExec_0;100;14;9024963;9020615;4512536;95;12
CoarseList;NumExec_0;100;14;10547499;10541728;5274031;99;14
CoarseList;NumExec_0;100;14;12067716;12062243;6034870;99;16
CoarseList;NumExec_0;100;14;13585928;13580960;6792540;109;18
CoarseList;NumExec_0;100;14;15092893;15088493;7548422;98;20
CoarseList;NumExec_0;100;14;16611929;16610367;8307432;103;22
